States/UTs,District,Murder,Attempt to commit Murder,Rape,Rape_Gang Rape,Rape_Others,Kidnapping & Abduction_Total,Kidnapping & Abduction in order to Murder,Dacoity,Dacoity with Murder,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Riots_Communal,Riots_Industrial,Riots_SC/STs Vs Non-SCs/STs,Riots_Others,Cheating,Forgery,Counterfeiting,Counterfeit Offences related to Counterfeit Coin,Counterfeiting Government Stamp,Making or Possessing materials for forged currency/Bank notes,Arson,Grievous Hurt,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Voyeurism,Stalking,Importation of Girls from Foreign Country,Disclosure of Identity of Victims,Incidence of Rash Driving,HumanTrafficking,Total Cognizable IPC crimes
Gujarat,Bhavnagar,39,33,17,0,17,105,0,13,0,39,153,361,10,54,0,0,0,53,30,9,0,0,0,0,9,148,0,39,10,0,0,0,0,525,0,3589
Gujarat,Botad,13,10,11,0,11,27,0,2,0,4,25,57,2,9,0,0,0,9,3,3,1,0,0,0,2,44,0,11,0,0,0,0,0,110,0,783
Gujarat,Chhotaudepur,22,10,15,0,15,40,0,4,0,6,31,110,6,7,0,0,0,0,7,1,3,2,0,0,5,51,0,11,0,0,0,0,0,186,0,1144
Gujarat,C. I. D. Crime,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Gujarat,Dahod,45,21,27,0,27,96,0,21,0,37,115,218,16,32,0,0,2,30,12,0,0,0,0,0,9,119,0,28,0,0,0,0,0,387,0,2594
Gujarat,Dang,10,2,4,0,4,4,0,0,0,0,8,12,0,4,0,0,0,4,5,1,1,0,0,0,0,12,1,6,0,0,0,0,0,0,0,283
Gujarat,Devbhumi Dwarka,9,11,3,0,3,18,0,1,0,6,38,47,3,24,0,0,4,20,10,4,1,0,0,0,0,32,0,14,0,0,0,0,0,199,0,1106
Gujarat,Gandhinagar,20,9,17,0,17,79,0,2,0,61,90,367,6,48,0,0,0,48,89,15,7,0,0,0,6,60,0,22,4,0,3,0,0,3327,0,7451
Gujarat,Gir Somnath,17,8,17,0,17,32,0,5,0,20,52,80,9,29,0,0,0,28,21,3,0,0,0,0,5,34,1,30,4,0,0,0,0,226,0,1405
Gujarat,Jamnagar,23,36,34,1,33,60,0,16,0,17,119,282,1,47,0,0,3,40,13,21,2,0,0,0,6,110,1,26,0,0,0,0,0,674,0,3752
Gujarat,Junagadh,13,15,21,0,21,70,0,5,0,25,81,150,5,40,0,0,1,30,14,0,8,0,0,0,15,29,0,42,0,0,1,0,0,481,0,2497
Gujarat,Kachchh East(G),35,27,31,1,30,66,0,3,0,23,137,345,4,46,0,0,0,46,33,8,0,0,0,0,2,70,0,34,9,1,0,0,0,733,0,3349
Gujarat,Kachchh West(B),16,13,18,0,18,35,0,2,0,15,106,237,5,58,0,0,5,53,65,16,4,0,0,0,4,53,0,27,26,0,0,0,0,415,0,2269
Gujarat,Kheda,22,21,12,1,11,80,0,9,0,5,56,173,6,34,3,0,1,22,25,15,0,0,0,0,3,115,0,29,2,0,2,0,0,747,0,3614
Gujarat,Mahisagar,18,8,10,0,10,25,0,3,0,4,53,32,3,11,1,0,0,10,4,1,1,0,0,0,5,26,0,15,7,0,1,0,0,128,0,1040
Gujarat,Mehsana,24,11,6,0,6,108,0,16,0,66,183,544,11,81,3,0,0,59,43,3,8,3,0,0,10,56,0,42,4,0,0,0,0,1215,0,6587
Gujarat,Morbi,31,15,9,0,9,29,0,6,0,6,41,177,5,19,0,0,0,19,2,0,1,0,0,0,4,36,3,17,0,0,0,0,0,981,0,2332
Gujarat,Narmada,12,2,8,0,8,15,0,0,0,0,15,40,1,10,0,0,0,10,2,0,1,0,0,0,1,41,0,21,21,0,0,0,0,139,0,664
Gujarat,Navsari,19,11,15,0,15,37,0,7,0,9,136,227,4,19,0,0,0,18,21,5,1,0,0,0,2,44,0,19,11,0,0,0,0,311,0,1730
Gujarat,Panchmahal,34,8,24,0,24,69,0,6,0,8,93,160,2,23,0,0,0,1,8,8,2,0,0,0,10,76,0,28,20,1,1,0,0,958,0,2634
Gujarat,Patan,17,15,25,0,25,53,1,14,0,25,85,261,3,28,1,1,1,11,34,8,4,0,0,0,4,81,1,51,0,0,0,0,0,279,0,2117
Gujarat,Porbandar,8,8,8,0,8,20,0,1,0,11,29,57,6,19,0,0,0,19,14,5,0,0,0,0,2,20,1,18,3,0,0,0,0,124,0,913
Gujarat,Rajkot City,43,43,17,1,16,99,0,7,0,91,176,835,14,61,0,0,0,61,18,3,3,0,0,0,11,92,0,31,5,0,0,0,0,626,0,3516
Gujarat,Rajkot Rural,24,19,30,0,30,69,0,7,0,24,104,211,5,44,0,0,0,38,14,4,2,0,0,0,12,49,1,36,12,0,1,0,0,836,0,2891
Gujarat,Sabarkantha,22,10,10,2,8,37,0,4,0,20,64,197,2,26,7,0,2,17,36,18,3,0,0,0,2,34,0,33,33,0,0,0,0,3119,0,5647
Gujarat,Surat City,85,41,94,4,90,263,0,14,0,30,257,1315,5,40,1,0,0,30,329,18,7,0,0,0,4,355,2,70,45,0,1,0,0,656,0,4397
Gujarat,Surat Rural,52,8,21,1,20,45,0,13,0,32,151,477,10,26,0,0,1,15,53,6,2,0,0,0,5,51,0,34,1,0,0,0,0,1042,0,3810
Gujarat,Surendranagar,34,48,22,2,20,44,0,8,0,15,88,232,7,55,0,0,0,47,11,3,1,0,0,0,13,133,0,36,7,0,0,0,0,472,0,2476
Gujarat,Tapi,13,2,15,0,15,13,0,2,0,3,34,112,2,12,0,0,0,12,5,11,1,0,0,0,3,23,0,9,0,0,0,0,0,170,0,986
Gujarat,Vadodara City,23,37,23,0,23,93,0,10,0,117,502,1242,17,60,19,0,0,41,195,9,4,0,0,0,8,106,1,109,46,1,21,0,0,2946,0,12651
Gujarat,Vadodara Rural,24,6,11,0,11,66,0,7,0,7,57,158,3,28,0,0,5,20,26,5,0,0,0,0,4,70,0,36,17,0,1,0,0,817,0,2896
Gujarat,Valsad,43,13,26,1,25,111,0,18,0,29,221,567,4,43,0,0,0,43,48,32,4,0,0,0,7,106,0,27,4,0,10,0,0,641,0,3072
Gujarat,W.Rly  Ahmedabad,9,1,0,0,0,2,0,0,0,11,1,357,0,0,0,0,0,0,7,0,0,0,0,0,1,11,0,6,1,1,0,0,0,3,0,454
Gujarat,W.Rly Vadodara,5,0,0,0,0,3,0,4,0,4,4,560,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,657
Gujarat,Total,1124,756,841,16,825,2722,1,296,0,1209,4477,14337,243,1354,57,3,31,1118,1574,246,96,5,0,0,217,3363,23,1352,405,7,62,0,0,29677,3,131385
Haryana,Ambala (Rural),15,13,25,5,20,59,3,2,0,4,96,194,0,0,0,0,0,0,38,15,1,0,0,0,1,62,9,17,15,0,0,0,0,147,0,1098
Haryana,Ambala (Urban),25,18,31,1,30,159,0,0,0,16,321,430,0,6,0,0,0,6,52,22,0,0,0,0,4,95,8,23,6,0,7,0,0,195,0,1977
Haryana,Bhiwani,62,47,44,10,34,102,0,7,0,54,400,822,0,219,0,0,0,219,87,66,0,0,0,0,26,52,12,99,24,1,17,0,0,400,1,4604
Haryana,Faridabad,64,41,101,13,88,384,0,7,0,40,412,2079,0,207,207,0,0,0,50,107,4,0,0,0,7,111,20,94,35,1,17,0,0,0,0,6000
Haryana,Fatehabad,20,15,27,7,20,39,2,4,0,16,218,300,0,92,0,0,0,92,64,1,2,0,0,0,9,18,7,56,20,0,10,0,0,190,1,2431
Haryana,G. R. P.,26,6,1,0,1,4,0,1,0,31,2,375,0,4,0,0,0,4,8,0,0,0,0,0,0,9,8,17,3,1,5,0,0,60,0,1139
Haryana,Gurgaon,96,54,117,16,101,348,7,28,2,119,725,4815,0,172,0,0,0,172,439,1,2,0,0,0,8,88,19,155,50,5,35,0,0,776,4,11444
Haryana,Hissar,66,49,55,11,44,73,0,12,1,39,558,1191,0,164,0,0,0,164,155,3,1,0,0,0,20,82,14,91,52,1,18,0,0,387,0,5608
Haryana,Jhajjar,69,60,56,6,50,24,0,3,0,28,161,427,0,32,0,0,0,0,63,0,1,0,0,0,5,57,25,47,16,1,1,0,0,240,0,2100
Haryana,Jind,49,29,23,6,17,82,2,6,0,37,246,533,0,150,0,0,0,150,26,0,1,0,0,0,19,27,12,67,24,0,5,0,0,189,0,2892
Haryana,Kaithal,47,19,33,8,25,133,0,2,0,11,170,352,0,0,0,0,0,0,15,10,0,0,0,0,4,83,10,58,25,1,6,0,0,226,0,1922
Haryana,Karnal,53,33,100,19,81,379,1,6,0,24,367,976,0,21,0,0,0,21,172,69,0,0,0,0,10,260,17,95,11,0,24,0,0,301,0,4047
Haryana,Kurukshetra,30,15,35,2,33,61,4,4,0,21,261,631,0,0,0,0,0,0,113,46,0,0,0,0,2,145,6,59,11,1,10,0,0,256,0,2581
Haryana,Mahendergarh,38,9,24,1,23,72,0,8,0,26,199,445,0,93,0,0,0,93,44,34,0,0,0,0,9,78,15,78,20,1,7,0,0,321,0,2262
Haryana,Mewat,33,68,85,40,45,75,0,13,0,27,79,452,0,224,0,0,0,224,36,25,0,0,0,0,5,53,5,86,26,2,3,0,0,243,0,2414
Haryana,Palwal,52,64,49,14,35,97,0,9,0,53,168,844,0,243,0,0,0,243,55,34,1,0,0,0,6,82,16,96,45,2,7,0,0,270,0,3247
Haryana,Panchkula,14,10,36,1,35,146,0,7,0,73,233,357,0,0,0,0,0,0,70,24,0,0,0,0,6,8,5,30,9,1,9,0,0,126,0,1594
Haryana,Panipat,53,33,64,16,48,100,0,11,0,49,416,1207,0,110,0,0,0,110,73,61,1,0,0,0,11,33,18,97,37,0,22,0,0,326,0,4654
Haryana,Rewari,27,28,41,5,36,114,0,10,0,53,224,670,0,64,0,0,0,64,89,11,0,0,0,0,10,121,11,65,41,5,9,0,0,424,0,2781
Haryana,Rohtak,76,60,68,13,55,85,0,9,0,43,342,984,0,110,0,0,1,109,29,70,2,0,0,0,9,73,16,98,31,0,27,0,1,231,1,3820
Haryana,Sirsa,36,28,49,9,40,77,1,8,0,25,376,543,0,19,0,0,1,18,57,42,1,0,0,0,10,24,5,86,52,2,15,0,0,187,1,3482
Haryana,Sonipat,110,66,60,14,46,83,0,9,0,54,364,940,0,10,0,0,0,10,120,1,0,0,0,0,16,49,28,98,23,0,13,0,0,465,0,4311
Haryana,Yamunanagar,45,18,50,13,37,386,3,6,0,31,379,747,0,4,0,0,0,4,90,25,2,0,0,0,6,61,7,76,23,1,17,0,0,242,1,3347
Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
Haryana,Total,1106,783,1174,230,944,3082,23,172,3,874,6717,20314,0,1944,207,0,2,1703,1945,667,19,0,0,0,203,1671,293,1688,599,26,284,0,1,6202,9,79947
Himachal Pradesh,Baddi,13,3,9,0,9,14,1,0,0,3,32,41,0,42,0,0,0,42,21,2,0,0,0,0,2,17,0,15,3,1,1,0,0,153,1,651
Himachal Pradesh,Bilaspur,4,9,15,0,15,46,0,0,0,0,45,39,0,36,0,0,0,36,20,0,0,0,0,0,10,54,0,72,16,0,2,0,0,186,0,1185
Himachal Pradesh,Chamba,8,5,23,0,23,20,0,0,0,1,98,31,0,38,0,0,0,37,14,4,1,0,0,0,10,59,0,27,6,1,5,0,0,87,0,761
Himachal Pradesh,C. I. D.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Himachal Pradesh,G. R. P.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Himachal Pradesh,Hamirpur,12,4,13,0,13,18,0,0,0,0,44,32,5,14,0,0,0,14,30,7,0,0,0,0,9,46,0,32,0,0,0,0,0,125,0,845
Himachal Pradesh,Kangra,26,11,43,1,42,32,0,1,0,2,141,107,0,78,0,0,0,78,53,1,0,0,0,0,10,117,0,79,17,1,9,0,0,422,0,2698
Himachal Pradesh,Kinnaur,2,0,10,0,10,5,1,0,0,1,40,11,1,6,0,0,0,6,2,0,0,0,0,0,0,12,0,5,0,0,0,0,0,30,0,211
Himachal Pradesh,Kullu,9,4,16,0,16,24,0,0,0,0,55,49,0,26,0,0,0,26,26,2,0,0,0,0,5,66,0,35,7,0,0,0,0,114,0,914
Himachal Pradesh,Lahaul & Spiti,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,84
Himachal Pradesh,Mandi,15,6,47,2,45,46,0,1,0,0,76,57,5,51,0,0,0,51,59,2,0,0,0,0,24,65,0,101,19,0,15,0,0,346,0,1939
Himachal Pradesh,Shimla,18,15,39,2,37,39,1,0,0,6,149,116,0,78,0,0,0,72,45,16,0,0,0,0,10,35,0,64,34,0,10,0,0,290,0,1957
Himachal Pradesh,Sirmaur,6,3,28,0,28,19,0,0,0,2,50,48,0,41,0,0,0,41,27,0,1,0,0,0,4,33,0,46,40,0,6,0,0,162,0,872
Himachal Pradesh,Solan,5,1,16,1,15,24,0,1,0,0,104,73,4,30,0,0,0,30,26,14,0,0,0,0,7,21,0,31,4,0,7,0,0,227,0,947
Himachal Pradesh,Una,9,2,23,0,23,16,1,1,0,1,49,46,6,38,0,0,0,38,64,0,0,0,0,0,6,67,1,31,13,0,7,0,0,186,0,1083
Himachal Pradesh,Total,130,63,283,6,277,304,4,4,0,16,884,652,21,478,0,0,0,471,389,49,2,0,0,0,97,593,1,538,159,3,62,0,0,2336,1,14160
Jammu & Kashmir,Anantnag,9,16,19,0,19,64,2,0,0,0,92,90,0,180,0,0,0,180,20,0,1,0,0,0,14,2,0,123,0,0,0,0,0,206,0,1307
Jammu & Kashmir,Awantipora,9,6,6,0,6,19,0,0,0,3,15,31,0,15,0,0,0,15,6,0,0,0,0,0,0,0,0,19,19,0,0,0,0,69,0,389
Jammu & Kashmir,Bandipora,2,5,4,0,4,40,0,0,0,1,36,34,0,65,0,0,0,65,9,0,0,0,0,0,5,1,0,53,0,0,0,0,0,64,0,618
Jammu & Kashmir,Baramulla,2,16,10,0,10,61,0,0,0,11,56,81,0,151,0,0,0,151,13,0,1,0,0,0,9,5,0,83,0,0,0,0,0,174,0,1110
Jammu & Kashmir,Budgam,11,25,9,0,9,48,0,0,0,2,58,78,0,145,0,0,0,134,7,20,0,0,0,0,4,2,0,30,0,0,0,0,0,119,0,1026
Jammu & Kashmir,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Jammu & Kashmir,Crime Srinagar,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Jammu & Kashmir,Doda,3,24,23,0,23,16,0,0,0,0,40,44,0,3,0,0,0,3,13,0,0,0,0,0,5,6,0,60,0,0,0,0,0,0,0,667
Jammu & Kashmir,Ganderbal,2,11,0,0,0,20,0,1,0,0,44,26,0,50,0,0,0,0,3,0,0,0,0,0,9,2,0,54,54,0,0,0,0,86,0,473
Jammu & Kashmir,Handwara,3,14,3,0,3,26,2,0,0,2,22,44,0,53,0,0,0,53,1,0,0,0,0,0,4,3,0,80,0,0,0,0,0,94,0,562
Jammu & Kashmir,Jammu,21,86,68,0,68,73,0,1,0,6,290,399,0,71,0,0,0,71,159,0,3,0,0,0,14,17,4,81,0,0,0,0,0,1287,0,4238
Jammu & Kashmir,Kargil,1,0,2,0,2,2,0,0,0,0,3,3,0,11,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,50,0,105
Jammu & Kashmir,Kathua,13,22,18,0,18,36,3,0,0,0,58,69,0,39,0,0,0,39,18,0,0,0,0,0,11,12,1,43,0,0,0,0,0,384,0,1289
Jammu & Kashmir,Kishtwar,0,7,6,0,6,18,0,0,0,0,29,21,0,2,0,0,0,2,6,0,0,0,0,0,4,0,0,23,0,0,0,0,0,72,0,388
Jammu & Kashmir,Kulgam,4,9,7,0,7,44,5,0,0,12,39,48,0,78,0,0,0,78,12,0,0,0,0,0,7,110,0,171,0,0,0,0,0,178,0,856
Jammu & Kashmir,Kupwara,7,25,8,0,8,42,0,0,0,0,34,34,0,159,0,0,0,159,7,0,0,0,0,0,4,7,0,61,61,0,0,0,0,105,0,710
Jammu & Kashmir,Leh,1,0,6,0,6,1,0,0,0,0,7,8,0,4,0,0,0,0,10,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,166
Jammu & Kashmir,Poonch,8,15,13,0,13,36,1,0,0,0,38,30,0,85,0,0,0,85,10,0,0,0,0,0,12,76,0,42,42,0,0,0,0,131,0,842
Jammu & Kashmir,Pulwama,5,13,7,0,7,21,1,0,0,5,16,20,0,63,0,0,0,63,6,0,1,0,0,0,2,37,0,20,0,0,0,0,0,49,0,354
Jammu & Kashmir,Railways Jammu,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16
Jammu & Kashmir,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,13
Jammu & Kashmir,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Jammu & Kashmir,Rajouri,18,29,39,0,39,62,0,3,0,1,44,56,0,34,0,0,0,34,28,2,1,0,0,0,6,18,0,65,65,0,0,0,0,343,0,1751
Jammu & Kashmir,Ramban,3,7,8,0,8,23,0,0,0,0,17,41,0,2,0,0,0,2,7,2,0,0,0,0,2,5,0,25,0,0,0,0,0,219,0,674
Jammu & Kashmir,Reasi,1,10,16,0,16,29,2,0,0,0,20,34,0,28,0,0,0,28,9,0,0,0,0,0,2,12,0,18,0,0,1,0,0,175,0,753
Jammu & Kashmir,Samba,4,20,7,0,7,12,0,0,0,1,29,33,0,34,0,0,0,34,10,0,1,0,0,0,4,8,0,10,0,0,0,0,0,307,0,653
Jammu & Kashmir,Shopian,5,39,1,0,1,37,0,0,0,6,17,49,0,74,0,0,0,74,2,0,0,0,0,0,3,0,0,30,0,0,0,0,0,44,0,501
Jammu & Kashmir,Sopore,9,34,8,0,8,40,0,0,0,3,75,62,0,45,0,0,0,45,2,0,0,0,0,0,6,0,0,83,0,0,0,0,0,76,0,634
Jammu & Kashmir,Srinagar,5,34,12,0,12,71,3,1,0,36,238,375,0,130,0,0,0,130,77,0,5,0,0,0,27,8,0,218,1,0,0,0,0,323,0,2533
Jammu & Kashmir,Udhampur,8,17,30,0,30,19,0,0,0,0,48,54,0,3,0,0,0,3,7,0,0,0,0,0,5,6,0,23,0,0,0,0,0,445,0,1157
Jammu & Kashmir,Total,156,484,331,0,331,860,19,6,0,89,1367,1773,0,1527,0,0,0,1462,497,24,13,0,0,0,159,341,5,1421,242,0,1,0,0,5003,0,23848
Jharkhand,Bokaro,43,13,63,0,63,97,0,6,0,41,114,752,16,136,0,0,0,136,147,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3145
Jharkhand,Chaibasa,120,45,54,5,49,46,3,11,0,16,34,163,17,0,0,0,0,0,43,0,0,0,0,0,4,23,2,22,11,0,0,0,0,75,1,954
Jharkhand,Chatra,59,3,18,0,18,37,0,6,0,8,20,141,0,86,0,0,0,86,35,10,0,0,0,0,5,14,62,19,0,0,0,0,0,63,22,1284
Jharkhand,Deoghar,43,67,25,0,25,63,0,10,0,17,84,343,0,91,0,0,0,91,98,0,1,0,0,0,4,564,28,21,6,0,0,0,0,88,0,2300
Jharkhand,Dhanbad,79,8,54,4,50,155,0,34,0,48,219,1052,0,225,7,0,0,216,26,38,1,0,0,0,4,27,28,54,0,0,0,0,0,449,0,4929
Jharkhand,Dhanbad Railway,13,0,0,0,0,5,0,13,0,7,1,221,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,365
Jharkhand,Dumka,59,32,39,2,37,31,0,10,0,5,73,239,9,62,0,0,0,62,33,19,0,0,0,0,3,146,11,9,0,0,2,0,0,146,11,1592
Jharkhand,Garhwa,67,248,50,0,50,90,0,3,3,30,60,154,0,143,143,0,0,0,93,0,0,0,0,0,6,85,25,19,19,0,0,0,0,107,0,2582
Jharkhand,Giridih,72,71,58,0,58,91,0,20,0,35,62,284,5,199,199,0,0,0,145,60,0,0,0,0,1,34,40,39,39,0,0,0,0,88,0,3491
Jharkhand,Godda,50,0,34,0,34,61,0,3,0,6,18,147,0,74,0,0,0,74,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,110,0,1710
Jharkhand,Gumla,187,21,67,6,61,45,4,6,0,34,21,140,0,13,0,0,0,13,38,6,0,0,0,0,7,0,1,15,0,0,0,0,0,92,58,1200
Jharkhand,Hazaribagh,60,4,52,7,45,110,0,25,0,25,131,459,0,97,0,0,0,97,135,2,1,0,0,0,12,7,23,50,0,0,0,0,0,147,1,3039
Jharkhand,Jamshedpur,100,52,55,0,55,82,3,11,0,43,175,909,2,99,0,0,0,99,427,41,1,0,0,0,5,61,13,47,11,0,0,0,0,197,0,3985
Jharkhand,Jamshedpur Railway,11,0,0,0,0,5,0,0,0,4,1,118,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,2,0,0,0,0,0,2,1,188
Jharkhand,Jamtara,18,49,27,1,26,28,2,2,0,6,30,123,5,111,0,0,1,50,71,32,0,0,0,0,6,3,10,29,1,0,0,2,0,39,0,1032
Jharkhand,Khunti,84,12,7,0,7,16,7,1,1,19,2,38,3,36,0,0,0,36,5,8,0,0,0,0,4,3,2,3,0,0,0,0,0,20,24,419
Jharkhand,Koderma,25,6,15,0,15,41,0,11,1,11,33,125,0,78,0,0,0,78,60,0,0,0,0,0,0,0,16,0,0,0,0,0,0,75,0,1344
Jharkhand,Latehar,41,11,25,4,21,37,0,6,0,9,15,107,0,46,0,0,2,21,18,15,0,0,0,0,0,0,8,0,0,0,0,0,0,47,0,859
Jharkhand,Lohardagga,40,14,43,0,43,32,0,3,0,13,25,75,0,5,0,0,0,5,25,0,0,0,0,0,4,0,2,5,0,0,0,0,0,48,0,536
Jharkhand,Pakur,30,16,55,3,52,18,1,1,0,5,35,74,3,58,0,0,1,57,47,3,0,0,0,0,2,29,1,12,5,0,0,0,0,0,6,839
Jharkhand,Palamu,77,90,44,4,40,68,6,22,0,43,87,203,0,122,0,0,0,122,51,48,0,0,0,0,9,16,19,15,15,0,0,0,0,88,0,2556
Jharkhand,Ramgarh,40,40,48,2,46,60,0,21,0,10,51,298,14,103,0,0,0,103,53,0,1,0,0,0,7,10,11,20,7,0,3,0,0,158,0,1488
Jharkhand,Ranchi,133,45,75,6,69,81,0,11,0,50,84,518,0,90,0,0,0,90,112,31,0,0,0,0,3,305,13,1,0,0,0,0,0,361,21,2447
Jharkhand,Sahebganj,72,29,87,7,80,68,0,3,0,9,10,116,0,69,0,0,0,69,89,0,0,0,0,0,2,0,4,20,0,0,0,0,0,0,5,1522
Jharkhand,Saraikela,58,19,31,1,30,41,0,3,0,11,47,207,0,18,0,0,0,18,21,37,0,0,0,0,4,10,7,27,0,0,0,0,0,91,0,1108
Jharkhand,Simdega,77,12,24,0,24,15,0,2,0,16,10,40,0,14,0,0,0,14,16,6,0,0,0,0,1,5,1,5,0,0,0,0,0,70,0,421
Jharkhand,Total,1658,907,1050,52,998,1423,26,244,5,521,1442,7046,74,1975,349,0,4,1537,1855,356,6,0,0,0,94,1344,350,440,114,0,5,2,0,2561,150,45335
Karnataka,Bagalkot,39,50,22,0,22,25,0,1,0,17,125,161,0,208,0,1,0,198,91,5,1,0,0,0,12,29,4,96,0,0,0,0,0,581,0,2131
Karnataka,Bengaluru City,241,489,104,8,96,708,1,51,0,1067,1542,11455,0,388,0,0,0,373,3045,43,29,0,0,0,100,217,57,680,53,4,19,0,0,4315,12,31892
Karnataka,Bengaluru District,78,82,60,0,60,83,0,25,0,145,262,667,0,248,0,0,0,248,318,22,0,0,0,0,13,32,22,135,0,0,0,0,0,0,0,5567
Karnataka,Belagavi District,75,99,59,0,59,47,0,19,0,40,205,326,0,447,0,0,0,403,115,10,0,0,0,0,21,94,4,233,23,0,2,0,0,1429,0,4851
Karnataka,Ballari,58,65,48,0,48,20,0,6,0,49,216,380,0,233,0,0,0,233,228,21,1,0,0,0,5,338,12,121,0,0,0,0,0,802,0,3304
Karnataka,Bidar,44,44,33,0,33,52,0,3,0,38,127,250,0,227,5,0,0,219,75,5,1,0,0,0,14,34,10,82,0,0,0,0,0,1217,0,4333
Karnataka,Vijayapura,64,94,45,0,45,43,0,4,0,48,127,151,0,276,0,0,0,276,68,4,1,0,0,0,37,40,7,127,24,0,2,0,0,798,0,2931
Karnataka,Chikkaballapura,32,45,36,0,36,27,0,6,0,21,103,231,0,181,0,0,0,179,89,17,0,0,0,0,9,26,10,106,0,0,0,0,0,490,0,2405
Karnataka,Chamarajnagar,28,36,11,0,11,19,0,1,0,7,41,138,0,87,1,0,0,85,31,1,0,0,0,0,6,13,5,92,2,0,1,0,0,342,1,1607
Karnataka,Chikkamagaluru,39,53,30,2,28,38,0,10,0,34,104,215,0,97,0,0,0,93,86,10,1,0,0,0,9,22,5,172,0,0,0,0,0,0,0,2878
Karnataka,Chitradurga,47,31,24,0,24,31,0,4,0,24,100,266,4,244,0,0,0,244,77,2,0,0,0,0,12,14,17,241,0,0,0,0,0,1501,0,3981
Karnataka,Dakshina Kannada,26,33,40,1,39,10,0,4,0,19,100,91,0,148,3,0,0,141,88,11,1,0,0,0,12,16,1,70,8,0,2,0,0,818,0,2087
Karnataka,Davanagere,45,62,40,1,39,60,0,7,0,45,170,439,0,290,2,0,0,266,111,19,1,0,0,0,8,35,9,211,27,0,2,0,0,963,0,3635
Karnataka,Dharwad,24,23,23,0,23,8,0,4,0,9,38,69,0,127,1,0,0,106,29,1,0,0,0,0,5,24,3,32,4,0,2,0,0,384,0,1219
Karnataka,Gadag,12,18,15,0,15,11,0,2,0,14,55,82,0,92,0,0,0,92,48,5,1,0,0,0,3,18,2,31,0,0,0,0,0,361,0,1109
Karnataka,Kalaburgi,75,97,53,2,51,66,0,4,0,67,196,307,405,1,0,0,0,0,110,5,0,0,0,0,5,69,14,145,0,0,0,0,0,1208,0,4448
Karnataka,Hassan,64,96,63,1,62,57,0,11,0,33,181,344,0,157,0,0,0,156,110,12,1,0,0,0,27,4,11,251,0,0,0,0,0,1703,0,5182
Karnataka,Haveri,28,44,40,0,40,17,0,10,0,12,79,253,0,250,0,0,0,250,37,0,0,0,0,0,0,23,10,94,0,0,0,0,0,714,0,2201
Karnataka,Hubballi Dharwad City,20,35,21,0,21,37,0,4,0,72,141,321,0,109,0,0,0,109,130,18,3,0,0,0,4,34,7,31,3,0,0,0,0,436,1,1936
Karnataka,K.G.F.,13,37,20,1,19,12,1,2,0,19,45,70,0,40,0,0,0,39,64,1,0,0,0,0,5,7,1,21,5,0,1,0,0,117,0,777
Karnataka,Kodagu,33,33,25,0,25,36,0,1,0,9,99,128,0,32,1,0,0,0,80,12,0,0,0,0,8,13,1,60,0,0,0,0,0,456,0,1824
Karnataka,Kolar,35,67,32,1,31,18,0,2,0,42,61,184,0,220,0,2,0,208,80,10,1,0,0,0,9,10,8,67,13,0,3,0,0,594,0,2188
